title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed,city
Ljubljana: Traditional Slovenian Dinner and Show,29,4.206897,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Ljubljana
Palma de Mallorca: Foodie Walking Tour of the Old Town,185,4.4162164,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Palma de Mallorca
Eiffel Tower Access w/ Audioguide and Optional Cruise,1420,3.8788733,europe,getyourguide,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Historical Madrid in French: En Petit Comité & In Private,103,4.8640776,europe,getyourguide,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Madrid
Bologna: Pasta & Tiramisu Cooking Class at a Local's Home,44,4.909091,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bologna
"Ibiza: Snorkeling and SUP Paddle, Beach and Cave Boat Tour",970,4.598969,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Ibiza
Naschmarkt Food Tasting Tour,237,4.6118145,europe,getyourguide,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Athens: Classic Sights and History Guided E-Bike Tour,103,4.9514565,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Athens
Heraklion: Scuba Diving Experience for Beginners,414,4.637681,europe,getyourguide,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,Heraklion
Paris: Early Evening Dinner Cruise on the River Seine,713,4.136045,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Paris
"Rome: Colosseum + Arena Floor, and Forum Small Group Tour",5,4.8,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,Rome
Berlin: Listening Station Teufelsberg Tour with Transfer,331,4.8247733,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Berlin
Prague: Electric Trike Viewpoints Tour,240,4.9416666,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Prague
Taormina: Sunset Boat Tour with Aperitif,39,4.6923075,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Taormina
Golf Juan: Sunset Sailing Cruise with aperitif at the Island,4,5.0,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Golf Juan
Málaga: Paella and Sangria Cooking Class with Market Visit,13,4.8461537,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Málaga
Cagliari: Walking Tour of the Old City,361,4.7590027,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Cagliari
Alhambra Fast-Track Guided Tour,670,4.7432837,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Granada
London: Private Underground and Tube Tour,40,4.625,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,London
Venice: Shared Gondola Ride through the Lagoon City,832,3.8533654,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Venice
Lisbon: Premium Port Wine Tasting & Tapas,35,4.9714284,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Lisbon
Colmar: 2-Hour Segway Tour,283,4.6749115,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Colmar
Granada: Tapas Crawl,49,4.9183674,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Granada
Paris Before the Crowds: Sunrise Bike Tour with Breakfast,11,5.0,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Paris
Vatican Museum and Sistine Chapel Skip-the-Line Tour,211,4.5165877,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
Vienna: Classical Concert at Eschenbach Palace,506,4.7667985,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Vienna
Stockholm: Guided Bike Tour,910,4.610989,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Stockholm
Killarney: Jaunting Car & Lake Cruise Tour,124,4.645161,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Killarney
The London Eye Champagne Experience,649,4.753467,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,London
Rome: Trastevere Authentic Food & Wine Walking Tour,41,4.8292685,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Rome
Christ Church Harry Potter Film Locations Tour,281,4.569395,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Oxford
Sorrento: Guided Walking Tour & Street Food Experience,147,4.5782313,europe,getyourguide,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Sorrento
"Vatican Museums, Sistine skip the line Ticket with Breakfast",10,3.5,europe,getyourguide,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Vatican City
Venice: Private Gondola Ride,533,3.6566603,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Venice
Florence: Wine Tasting and Paring Class Guided Tour,52,4.8846154,europe,getyourguide,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Florence
From Krakow: Lagiewniki Sanctuary of The Divine Mercy Tour,18,4.7777777,europe,getyourguide,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Krakow
Nice: Panoramic French Riviera E-Bike Tour,135,4.814815,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Nice
Budapest: 1.5-Hour Fun Segway Sightseeing,480,4.90625,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,Budapest
Mykonos: Sunset Cruise with Drinks,257,4.1167316,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Mykonos
Tenerife: Sailboat Tour with Food and Snorkeling,608,4.8125,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Tenerife
The Monumental Cemetery of Milan Guided Experience,62,4.806452,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Milan
Tallinn: Medieval Walking Tour,211,4.729858,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Tallinn
3-Hour Beer Tour and Traditional Czech Dinner,551,4.324864,europe,getyourguide,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,
City Highlights Walking and Tasting Tour,406,4.8842363,europe,getyourguide,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Lisbon: Sunset Sailing Cruise with Wine,788,4.8743653,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Lisbon
Bilbao: Skip-the-Line Guggenheim Museum Guided Tour,11,4.909091,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bilbao
Skip-the-Line Vatican Museums and Sistine Chapel Guided Tour,129,4.294574,europe,getyourguide,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
St. Peter’s Basilica Tour with Dome Climb and Crypt,1460,4.6739726,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
Uffizi Gallery: Small Group Tour,1088,4.7132354,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Florence
Classic Vienna: 3-Hour Guided Bike Tour,1798,4.714683,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Vienna
Bari: Old Town Guided Eco-Friendly Rickshaw Tour,268,4.8134327,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bari
Palma Bay: Parasailing Experience,1050,4.3590474,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Palma
Seville: Authentic and Romantic Horse-Drawn Carriage Ride,297,4.47138,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Seville
Sagrada Familia Small Group Guided Tour,174,4.643678,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Barcelona
Barcelona: Sagrada Familia 1-Hour Guided Tour,86,4.2906976,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Barcelona
Vienna: Culinary Experience at Restaurant Stefanie,479,4.6889353,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Vienna
Barcelona: City Sights Electric Quad Tour,130,4.6769233,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Barcelona
Cannes: 2.5-Hour Esterel Calanques Boat Excursion,683,4.7701316,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Cannes
Budapest: 4-Course Dinner Cruise with Piano Show,592,4.197635,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Budapest
Vienna: Wine Tasting Experience in a Private Wine Cellar,334,4.712575,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,Vienna
Vilnius: Then and Now Private Old Town Tour,144,4.9375,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Vilnius
Nice: Discovery Perfume Workshop,597,4.7822447,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Nice
Reykjavik: Northern Lights Guided Boat Tour,184,3.9184783,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Reykjavik
Puerto del Carmen: Try Scuba Diving with 1 Dive,76,4.881579,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Puerto del Carmen
Schindler's Factory Tour & Entrance Ticket,22,4.590909,europe,getyourguide,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
Fast-Track Access: Sagrada Familia 1.5-Hour Guided Tour,4965,4.293253,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Barcelona
Alhambra Guided Tour with Fast-Track Entry,940,4.7712765,europe,getyourguide,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Granada
"Lake Como: eBike Tour with Live Guide, eHelmet, and iPad",108,4.8703704,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Como
From Monterosso to Vernazza: Guided Cinque Terre Kayak Tour,110,4.809091,europe,getyourguide,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Monterosso
Guided Walking Tour with Last Supper Skip-the-Line,1089,4.6097336,europe,getyourguide,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Paris: Graffiti and Street Art Workshop,82,4.5731707,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Castel Sant'Angelo Tour With Skip-the-line Access,76,4.9210525,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
Colosseum & Forum Small Group Tour with Palatine Hill,1906,4.641658,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Rome
Welcome to Valencia: Private Tour with a Local Host,271,4.7527676,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Valencia
Bordeaux: Sightseeing by Side Car,116,4.948276,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bordeaux
Algarve: 1-Hour Carrapateira Horseback Riding Tour,207,4.9516907,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Carrapateira
Mallorca: Sea Cave Kayaking Tour with Snorkeling and a Snack,484,4.7066116,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Mallorca
Rome: Trastevere Pasta Making Class,16,4.875,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
"Carvoeiro/Portimão/Alvor: Wine Tour w/ Tasting, Tapas, Music",82,4.902439,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Carvoeiro
Nice: Grand Tour by Segway,517,4.793037,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Nice
Buda Castle District Walking Tour with a Historian,663,4.868778,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Budapest
"Tenerife, Guided Quad Tour on Mount Teide (Day or Sunset)",41,4.1707315,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Tenerife
Budapest: Scenic Tuk Tuk Tour,108,4.8703704,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Budapest
Athens Instagram Tour: The Most Scenic Spots,145,4.8827586,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Athens
Rome: Tuk Tuk Tour of the Rome City Center,13,5.0,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Rome
Sorrento: Pasta Making Class,39,4.0,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Sorrento
Madrid: Horse Riding in Sierra del Guadarrama National Park,150,4.826667,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Madrid
Paris: Cheesemaking Workshop,65,4.8923078,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Berlin: The Wall Ride Guided Trabi Tour,129,4.7906976,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Berlin
Dresden: Guided Sightseeing Tour in Classic Trabi Car,560,4.892857,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Dresden
Amsterdam: Guided Ganja Walking Tour of Coffee Shops,2077,4.2349544,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Amsterdam
Reykjavík: Northern Lights Cruise,101,3.970297,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Reykjavík
Alcudia: Guided Sea Kayaking Tour with Snorkeling,394,4.85533,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Alcudia
Lisbon: Segway Super Tour,38,4.894737,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Lisbon
Prague: City Highlights Guided Electric Trike Tour,510,4.9058824,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Prague
Amsterdam: Guided Cultural Food Tour in German or English,117,4.820513,europe,getyourguide,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Amsterdam
Paris: Seine River Cruise and 3-course Bistro Lunch,155,4.516129,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Venice: Sunset Cruise by Typical Venetian Boat,204,4.7058825,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Venice
Rome: Sunrise E-Bike Experience with Coffee Tasting,141,4.8865247,europe,getyourguide,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Rome
Berlin 2-Hour Segway Tour,225,4.657778,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Berlin
Vienna: Traditional Dinner Show at the Wiener Rathauskeller,571,4.4395795,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Vienna
Cathedral and Terraces Guided Experience,205,4.785366,europe,getyourguide,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,
Prague: 2 Hours Segway Tour with Hotel Pickup,35,4.857143,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Prague
London: 70-Minute Thames Barrier Speedboat Tour,238,4.8613443,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,London
Granada: Perfume Workshop,7,4.571429,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Granada
Lisbon: 3-Hour Segway Sailor Tour to Belém,133,4.887218,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Lisbon
London: 45-Minute Speedboat Sightseeing Tour,397,4.816121,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,London
Naples: Pizza and Beyond Food Tour,53,4.754717,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Naples
Milan: Private and Personalized Highlights Tour,48,4.625,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,Milan
Mallorca : Blue Cave Boat Tour with Snorkeling,188,4.5478725,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Mallorca
Lisbon: Segway Food Tour of Alfama and Old Town Lisbon,765,4.8326797,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Lisbon
Milan: Duomo Tour with Priority Entry & Rooftop Access,5,4.8,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Milan
Rome: Early Morning eBike Tour,78,4.8974357,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Rome
Budapest: Dinner Cruise with Operetta and Folk Show,1275,4.409412,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Budapest
Siena: Educational Wine Tour & Tasting,189,4.952381,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Siena
Zakopane: Quad Bike Adventure with Optional Meal,35,4.6857142,europe,getyourguide,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,Zakopane
"Rostock: Full-Day, Half-Day, or Sunset Sailing Experience",136,4.852941,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,Rostock
Lyon 2.5-Hour Dinner Cruise,547,4.4113345,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,Lyon
Wawel Royal Hill with Optional Castle and Cathedral,1220,4.247541,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Krakow
Axe Throwing Fun,60,4.85,europe,getyourguide,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,
Immersive Underground and Piazzas Tour,109,4.715596,europe,getyourguide,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,
Pompeii: Skip-the-Line Guided Tour with Expert Archaeologist,173,4.7398844,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Pompeii
Dresden: 2 hour 15-Minute Trabi Safari,173,4.9248557,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Dresden
Half-Day Spanish Cooking Class & Boqueria Market Tour,332,4.9066267,europe,getyourguide,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Barcelona
Warsaw: Polish Dumplings Cooking Class,89,4.752809,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Warsaw
From Calvi: 2-Hour Sunset Cruise to Revellata Peninsula,217,4.62212,europe,getyourguide,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,Calvi
The Acropolis Guided Walking Tour in Dutch,84,4.892857,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Athens
Paris: Eiffel Tower Street Photoshoot,58,5.0,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Athens: Olympic Games Workout Session,93,4.6666665,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Athens
Cabo de Gata: Yacht Tour to the 5 Best Beaches,169,4.6094675,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Almería
Guided Walking Tour and Local Food Tastings,228,4.9517546,europe,getyourguide,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,
Lucca: 3-Hour Bikes & Bites Foodie Adventure like a Local,86,4.918605,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,Lucca
Sesimbra: Arrábida Beaches & Caves Boat Tour with Snorkeling,129,4.852713,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Sesimbra
From Nice: 2-Hour Scenic Drive by 3-Wheel Vehicle,837,4.8936677,europe,getyourguide,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Nice
Skip-the-Line Tour of the Rooftop of the Duomo,269,4.345725,europe,getyourguide,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,Florence
Barcelona: City Highlights Guided Segway Tour,601,4.8153076,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Barcelona
"Tallinn: Estonian Food, Drinks and History Tour",157,4.433121,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Tallinn
Bari: Pasta Experience Walking Tour,613,4.675367,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bari
Peleș Castle Tour with An Expert Guide,26,4.8076925,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bucharest
Ibiza: SpeedBoat trip to Atlantis & Es Vedra Snorkel+Paddle,70,4.457143,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Ibiza
Rome cooking: Gelato & Tiramisu with savoiardi Baking class,17,4.7647057,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Rome
Vienna: Mozart Concert in the Brahms-Saal,193,4.357513,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Vienna
Reykjavik: Northern Lights Motor Yacht Cruise,128,4.2890625,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Reykjavik
Lyon 2.5-Hour Lunch Cruise,419,4.5322194,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,Lyon
Costa Adeje: Tuk Tuk Tour,116,4.75,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Costa Adeje
From Tirana: Petrela Zipline Adventure with Transport,52,4.8461537,europe,getyourguide,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Tirana
Lisbon: Private Historic Tour by Eco Tuk Tuk,58,4.9310346,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Lisbon
Secret Food Tours Madrid,131,4.89313,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Madrid
London: River Thames Speed Boat Tour,676,4.8801775,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,London
Oslo: Street Food Culture Walking Tour,147,4.462585,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Oslo
Paris: La Nouvelle Eve Cabaret Show with Champagne,506,4.6363635,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Duomo Complex Tour with Giotto Tower Ticket,213,4.2394366,europe,getyourguide,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Florence
Bologna: Pasta Tagliatelle Ragu Cooking Class with Wine,158,4.455696,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Bologna
Bologna: Pasta-Making Class at a Local's Home,20,5.0,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bologna
Dresden: Segway Tour Along the Elbe and Old Town,380,4.9394736,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Dresden
Prague: Monasteries and Parks Segway Tour with A Local Guide,60,4.6666665,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Prague
Paris: Wine and Cheese Lunch,550,4.869091,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Paris
Dublin: Grand Canal Cruise with Dinner,130,4.5615387,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Dublin
