title,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Burabai National Park (1 day tour),True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"VIP Athens: Hydra, Poros, and Aegina Day Cruise with Lunch",True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Private Balos Bay & Gramvousa Island Boat Trip,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Cusco: Sacred Valley, Maras, and Moray Full-Day Tour, book at cuscoexplore@peru.com",True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Louvre Museum,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cappadocia: Love Valley Proposal Service with Transfers,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sorrento: 2-Hour Walking Tour,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Abu Dhabi: Sea Breeze Boat Tour, available on Viator",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Day Trip To See Monastrys,Amazing landscapes & Animals",True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Arts District Walking Food Tour,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Sorrento: Amalfi Coast Guided Bus Tour and Ferry Ride,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bangkok: Shore Excursion Highlights Tour from Laem Chabang with 10% off for phone bookings,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
PROGRAM 3D/2N UYUNI – SAN PEDRO DE ATACAMA SHARED SERVICE,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Luxor: Nile River Private Sunset Felucca Ride save $10 by leaving a review,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True
"From Sorrento: Winery Tour, Tasting & Lunch",False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Irazu Volcano & Hacienda Orosi Hot Springs,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Epernay: Winery and Cellar Tour with Champagne Tasting,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Cabo San Lucas: Snorkel Fun Cruise & Breakfast,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Venice: Rialto Market Food and Wine Lunchtime Tour,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"From Krakow: Zakopane & Chocholow Thermal Pools, call +48 123 456 789",True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Around Greece In Five Dishes,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Tanzania: 6-Day Mid-Range Safari with Accommodation,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
San Pedro de Atacama: 7-Day Adventure Program,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Margaret River: Leeuwin Estate Winery Art and Wine Tasting,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Discover Local Traditions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
COCONUT JUNGLE-HOI AN CITY-BOAT RIDE-RELEASE FLOWER LANTERN,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Jaipur: Private Transfer to/from Ranthambore and Jaipur,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Hakone Town: Private Transfer to/from Narita Airport (NRT),True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Málaga: City Highlights Private E-Bike Tour,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Speedboat and Snorkeling Adventure,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
From Positano: Capri Full-Day Boat Tour with Aperitif,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
"Blue Lagoon, Shipwreck and Šolta with Food and Drinks",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Johannesburg: Pilanesberg National Park Safari,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PRIVATE TOUR IN TEOTIHUACAN AND GUADALUPE BASILIC,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Rome: Vatican Museums & St. Peter's Basilica Tour w/ Tickets save $20 when booked directly,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True
"From Yerevan: Saghmosavanq Monastery, Alphabet Park Car Tour",True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nairobi: Visit Giraffe Centre with Kazuri Beads Factory,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Belgrade: Private Airport Transfer,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Vancouver: Private Transfer to Ferry Terminal,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Huaraz:Mountains and lagoons 3 days Entrance fees and Lunch,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True,True,True
Aix-en-Provence: Food Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Explore Ruins in Copan,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Full Day Tour to Hell’s Gate National Park,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Mallorca: Beach and Mountain 4X4 Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Istanbul: Turkish Coffee Trail,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Manuel Antonio: Catamaran Cruise with a Meal,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Lisbon: Pena Palace, Sintra, Cascais, and Cabo Roca Day Trip",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Best Cultural Experience,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
4 Hour,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True
Taman Sari and Keraton Yogyakarta,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
NYC: Manhattan TV and Movie Bus Tour with Actor Guide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Split: Catamaran Cruise to Golden Horn & Brač island.,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Arrábida Natural Park: Coasteering Trip with Speedboat Ride,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lisbon: National Palace of Ajuda E-Ticket & City Audio Guide,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
From Hanoi: Ninh Binh – Bai Dinh & Trang An & Mua Cave Tour,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lisbon: Portuguese Cooking Class for Beginners,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
Marrakesh Menara Airport (RAK): One-Way Private Transfer,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Tenerife: Quad Sunset Volcano Teide with Local Tapas,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
From Dambulla/Sigiriya/: Minneriya National Park 4hr safari,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"San Salvador: Café Albania, Ataco Town & Hot Springs w/Lunch",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Kyoto, Nara, and Osaka: Private Customizable Tour",True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Vistula River Sightseeing Cruise with Audio Guide,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
San Francisco: Small-Group City Tour by Vintage VW Bus,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Hervey Bay: Save 20% on our Half-Day Whale Watching Cruise with Meal today!,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True
Waimangu: Volcanic Valley Walk and Lake Rotomahana Cruise,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Snorkeling Experience with Guide,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Rome: St. Peter's Basilica Audio Guide with Hop-On Hop-Off,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
4-Hour Canyoning Adventure,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Samana: Los Haitises Kayaks & Caño Hondo Pools Tour w/ Lunch,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
e-bike tour (truffle hills) and brunch,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Ubud: Wood Carving Class with Balinese Artisans,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Beijing:Temple of Heaven and Forbidden City Small Group Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Cebu: Whale Shark, Tumalog Waterfall, and Moalboal Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Toronto: 2-Hour Kensington Market Chinatown Walking Tour,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Full-Day Rainbow Mountain Tour,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Best Places for a Romantic Getaway,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Naples: Old City Center Street Food Tour with Expert,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Cairo: 2-Day Ancient Egypt Tour with Pyramids and Museums,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Tbilisi: 5-Day Tour with Airport Transfers,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
From Melbourne: Phillip Island Penguin Parade Express Tour,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Socialize, Dance & Enjoy the Bay on Tiki Tonics",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Delhi: Taj Mahal & Agra Private Tour with Entrance Fees,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True
Unforgettable Adventure Awaits,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Rust: Europa-Park Entrance Ticket, now available with a 10% discount!",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True
Dresden: Guided Beer Tour of the Historic Old City,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Highlights of Rome: From Navona Square to Piazza del Popolo - Only $75 for this Journey!,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True
Paris: 4-Course Dinner Cruise on Seine River with Live Music,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
SKOPJE RENT A BIKE,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Libourne: Early bird 15% discount for visite et dégustation de vin au cœur.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Snæfellsnes Peninsula: Private Day Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Calabaceira Valley Trek & Visit to Cidade Velha,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Madrid: Plaza Mayor Christmas Market & City Walking Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hanover: Guided Walking Tour of the Nordstadt District,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Juan Dolio: Saona Island Full-Day Tour with Lunch & Drinks,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Rotorua: Clay Target Shooting Experience,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From La Raya: Night Snowshoe Tour in Asturias,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Private 3 IG Cafe + Don Wai Floating Market: from Bangkok,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Taormina: Half-Day Pizza Making Class,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Ierapetra: Eastern Crete Nature Jeep Driving Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hidden Trails to Explore,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Tokyo: Mount Fuji and Lake Kawaguchi Tour with Pickup, contact tokyojourneys@japan.com",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Osaka: Internationals&Locals Shuffle Party All-You-Can-Drink,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"From Kusadasi: Priene, Miletos, and Didyma Private Day Trip, call +90 123 456 7890",True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
"Dubai: Dune Buggy, Camel ride, PRIVATE Transport, sand board",True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Amsterdam: Maijard 3-Course Menu and Nightlife Ticket,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True
Ninh Binh:Bai Dinh pagoda electric car 2 ways & Trang An eco,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Birmingham Transfers to Heathrow Airport,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Machu Picchu Full Day Tour to/from Poroy,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
From Jaen: Alhambra Guided Tour with Entry Tickets,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Hop-On Hop-Off Bus with Sailing Cruise,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From South Tenerife: La Gomera Island Day Trip with Lunch,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Gold Coast: GC Aqua Park All-Day Pass,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
8-Day ONE WAY Bus Tour to Fukuoka from Osaka via SHIKOKU,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"From Lisbon: Fátima, Óbidos, Nazaré small group day tour",True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Amman Walking Tour: Hidden Gems, Culture & Street Food",True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
"Tenerife: 2, 3 & 4 Hour Private Luxury Motorboat Charter",True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Positano: Pasta & Tiramisu Cooking Class at a Local's Home,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Pokhara: 5 Day Poon Hill with Natural Hot Spring Trek,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
From Pokhara: 10-Day Poon Hill and Annapurna Base Camp Trek,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Cape Town: Full-Day Peninsula Tour with Small Group,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
From Delhi: Private 4-Day Golden Triangle Tour with Pickup,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Lima and Nasca : Ballestas -Huacachina-Nasca Lines,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kochi: Private Tuk-Tuk City Tour with Hotel Pickup,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Big Ben,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Dubai: Bedouin Camp, Dune Safari, Falcon Show & BBQ Dinner",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
3-Day Lan Ha Bay & Viet Hai Village 5-Star Cruises,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Guided Waterfalls Hike,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
El Calafate: Perito Moreno Glacier Big Ice Trek,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Arezzo: Dining Experience at a Local's Home,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Monaco: Monte Carlo Hop-On Hop-Off Bus Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Osaka: Sakai Knife Factory and Craft Walking Tour,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Cusco: Perolniyoc Waterfall Full-Day Trek sacred valley,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Krakow: Jewish Ghetto Walking Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kathmandu: Nagarkot Sunrise and Hike Day Tour,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Puerto Ayora: South Plazas & Punta Carrion Wildlife Day Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
One-Way Shuttle,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Barcelona: Guided Wine and Tapas Tour with Tastings,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Kumamoto: Strawberry Picking with Dessert at Nakahata Farm,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"From San Teodoro: Tour to Tavolara, Molara, and Aperitif",True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Kampala: 3-Day Murchison Falls Safari,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Tastes, Tapas and Traditions Food Tour",False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
IRIS Photography (macro photo of your eye),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Punta Cana: Parasailing Experience with Hotel Pickup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Da Nang: Ba Na Hills and Golden Bridge Day Trip,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
1 Day Mikumi Safari (SGR VIP Train Transfer),False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Nizwa and Jebel Shams Day Trip,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hong Kong: Ocean Park Entry Ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Cape Private Wine Tour: 3 Regions, 3 Estates and 15 Wines",True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Amsterdam: Walking Tour of Historic Center,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Palenque: Rafting and Jungle Trail Adventure,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
George Town: Authentic Food Tour with 12+ Tastings,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Busan Airport: Traveler SIM and Public Transportation Card - special offer, save 5% today!",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True
City of Side: Quad Safari Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Siem Reap: Outside Circle Private Car Tour Banteay Srei etc.,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
From Tirana: Prizren and Prishtina Full-Day Tour,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Chiang Mai: Doi Suthep Temple and Waterfall by Songtaew Trio, contact us at info@chiangmaitours.com",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
Konstanz: Express Walk with a Local in 60 minutes,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Johannesburg: Affordable 3 Day Kruger Park Safari,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Naples, FL: Manatee, Dolphin, 10,000 Islands Sunset Cruise",True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Antalya: Green Canyon Photography Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sri Lanka Bentota: Mangrove Lagoon and River Cruise,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
4 Greek dairing wines tasting and food pairing,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Matamata: Guided Hobbiton Experience with Bus Transfers,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sorrento: Mozzarella experience. Say CHEESE with us!,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Ko Lanta : Speed Boat From Koh Lanta to Koh PhiPhi,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Folkestone: Private 2hr Walking Tour with a Blue Badge Guide,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True
From Agra: Private Guided Taj Mahal & Agra Tour by Tuk-Tuk,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Go City New York Explorer Pass: Choose from 90+ Attractions,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"St. Petersburg, FL: Sightseeing & Murals Electric Bike Tour",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Perito Moreno Glacier: Kayak Experience,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kenya and Tanzania: 10-Day Safari Adventure,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Uyuni: Night of Stars + 4 Star Salt Hotel | Private |,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True
"From Tokyo: 10-hour Private Custom Tour to Nikko, call +81 987 654 321",False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
Pittsburgh: Private Yacht River Cruise with Captain and BYOB,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Versailles: Palace of Versailles Skip-the-Line Guided Tour,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Amman: Private Tour to Madaba, Mount Nebo, and Baptism Site",True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
From Puebla: Hot Air Balloon with breakfast in Huamantla,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Praslin : Private tour,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
City Sightseeing Hop-On Hop-Off Bus Tour,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Singapore: Local Food Tour - Savor the Flavors for just $50!,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True
Mallorca: Vintage Sunset Tour by the Sea with a Picnic - $20 less for early birds.,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,True
L G B T Friendly Same Day Agra Trip,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
"Mumbai: Dharavi Slum Slumdog Millionaire Tour with a Local, reach us at mumbaitours@india.com",True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
From Krakow: Auschwitz-Birkenau and Self-Guided Day Tour,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
4-Day Cultural Safari: Taj Mahal to Tiger Trails Adventure,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Cancun: Yin Yoga Class with Sound Healing and Meditation,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Islamorada: Multi-Activity Private Boat Charter,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Tenerife: Guided Canyoning Experience,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Rostock: Electric Boat Rental on the Warnow River,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Milan: Canals Tour by Vintage Fiat 500 (2hs, 2 stops)",True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
iFLY Chicago Lincoln Park: First Time Flyer Experience,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
Teotihuacan Pyramids: Skip-the-Line Ticket,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Bari: Alberobello, Martina Franca and Locorotondo Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Literature in Linz: Adalbert Stifter Institute Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Da Nang: Ba Na Hills and Golden Bridge Cable Car Ticket,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
From Santiago: Maipo Canyon Volcano and Hot Spring Tour,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Seminyak: TULA Wellness Private Half-Day Experience,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Amazing Athens: Capturing Memories amidst the Acropolis View,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Paris: Montmartre Walking Tour with Sacré-Cœur Entry Option,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
San Juan: History Walking Tour with a Guide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
