title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Adeje: Whale and Dolphin Watching Cruise with Lunch and Swim,1217,4.4157767,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Cagliari: Underground Cagliari Walking Tour,1476,4.6287265,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
Athens: Private Evening Sightseeing Tour by Electric Tuk-Tuk,164,4.6707315,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True
Paris: French Wine Tasting Class with Sommelier,478,4.7991633,europe,getyourguide,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Panoramic Sunset cruise from Dubrovnik,530,4.65283,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Tenerife: Whale & Dolphin Watching with Drinks and Snacks,2709,4.439646,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Dubrovnik 2-Hour Uncertified Divers Introductory Dive,100,4.73,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Turin: Magic Guided Tour,1378,4.560232,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Mount Vesuvius: Vineyard Tour with Wine Tasting and Lunch,125,4.72,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Family-Friendly Pizza Master Class,40,4.4,europe,getyourguide,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
Salzburg: Apple Strudel & Salzburger Nockerl Class,268,4.891791,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Budapest: Sightseeing Party Cruise with Unlimited Drinks,705,4.2695036,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Bordeaux: Historic Center & Chartrons District Bike Tour,604,4.844371,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Porto: Guided 3-Hour Best of Tour by Segway,474,4.898734,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Paris: 2-Hour Perfume Creation Workshop,581,4.8227196,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
The 3 Gaudí Houses Tour,33,4.2727275,europe,getyourguide,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Vatican: Sistine Chapel and Vatican Museums Guided Tour,528,4.2670455,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Barcelona: Jewish Tour by a Jewish guide,29,4.965517,europe,getyourguide,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Oxford: Scenic Sightseeing Cruise with Gourmet Picnic,109,4.642202,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Siena Walking Tour with Cathedral and Crypt & Museum Option,373,4.8579087,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Berlin: Unforgettable 2-Hour Essential Segway Tour,138,4.4492755,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Split/Trogir: Blue Lagoon and 3 Islands Speedboat Tour,628,4.503185,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Madeira: Private Funchal City Tour in a Tukxi,486,4.788066,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Rome: Ravioli, Fettuccine and Tiramisu Cooking Class",33,4.848485,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Dublin: Delicious Walking Food Tour,117,4.8974357,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Vatican Museums and Sistine Chapel Tour,2003,4.3624563,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sagrada Familia Tour with Skip-the-Line Access,1757,4.4188957,europe,getyourguide,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Wine Tasting Ljubljana,99,4.767677,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Seville: Flamenco Show with Andalusian Dinner at La Cantaora,926,4.4060473,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Squares and Fountains Golf Cart Tour,58,4.793103,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Faro: Dolphin and Wildlife Watching in the Atlantic Ocean,450,4.826667,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Gibraltar: Guided Tour by Bus Including Tickets,262,3.889313,europe,getyourguide,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Pitti Palace and Palatina Gallery Ticket and Tour,235,4.842553,europe,getyourguide,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Las Setas Guided Tour & Optional City Tour,461,4.275488,europe,getyourguide,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Rome: Colosseum, Ancient Rome and Catacombs Tours & Tickets",14,4.714286,europe,getyourguide,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Duomo Complex Guided Tour w/Cupola Entry Tickets,456,4.6578946,europe,getyourguide,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
From Pompeii: Mount Vesuvius Guided Tour with Transfer,194,4.8092785,europe,getyourguide,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Belfast Black Taxi Tour,87,4.9195404,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Athens: Old Town Acropolis Wine Tasting,227,4.8986783,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Rome: City Highlights Walking Tour,357,4.6134453,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Colosseum Arena, Forum & Palatine Hill Guided Tour",27,4.111111,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Malta, Scuba diving with instructor",37,4.756757,europe,getyourguide,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Create Your Glass Artwork: Private Lesson With Local Artisan,449,4.9398665,europe,getyourguide,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
The Acropolis Walking Group Tour with a French Guide,324,4.5987654,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Lisbon: Segway Medieval Tour of Alfama and Mouraria,417,4.851319,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Malaga: Tapas Crawl,284,4.8591547,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Budapest: Dinner Cruise with Live Music and Folk Dance Show,1867,4.2271023,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Barcelona: Coastline Boat Trip with Snacks and Cava,1228,4.863192,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Brussels: 2.5-Hour Belgian Chocolate Making Workshop,708,4.799435,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Pinacoteca Art Gallery and Brera District Guided Tour,255,4.8705883,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Albufeira: Off-Road Quad Tour 90-Minutes,1171,4.6968403,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Museo Galileo Small Group Tour,31,4.774194,europe,getyourguide,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Vatican Museums & Sistine Chapel Guided Tour,12105,4.302685,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Oxford: River Cruise with 3-Course Meal,43,4.6976743,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Walking Tour in Siena with Tastings and Stories,13,5.0,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Milan: Last Supper Small Group Guided Tour with Tickets,24,5.0,europe,getyourguide,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True
Budapest: Buda Castle District Walking Tour,1616,4.5309405,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Agrigento: Valley of the Temples E-Scooter Tour,486,4.6378603,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Lagos/Praia da Luz: Wine Tour, Tastings, Tapas, and Music",51,4.882353,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Uffizi and Accademia Gallery Skip-the-Line Tour,37,4.675676,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Ancient Athens, Agora, and Keramikos Segway Tour",47,4.8297873,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Berlin: 75-minute Trabi Safari,2443,4.7949243,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Da Vinci's Last Supper and Guided Walking Tour,554,4.7400723,europe,getyourguide,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Malte : Baptême de plongée sous-marine en Français,46,4.695652,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Gran Canaria: 1 to 3 Person Parasail over Anfi Beach,117,4.5384617,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Gran Canaria: Try Scuba Diving for Beginners,281,4.921708,europe,getyourguide,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
Paris: 3-Course Lunch Cruise on the River Seine,1189,4.294365,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Reykjavik: Northern Lights Boat Cruise,78,3.9102564,europe,getyourguide,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Alba: Truffle Hunting with Cheese, Truffle, & Wine Tastings",60,4.75,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Polignano a Mare: Boat Cave Tour with Aperitif,1296,4.5933642,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Athens: Make your own Leather Sandals Workshop,31,5.0,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Seville: Paella and Sangria Experience,20,4.9,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Paris: 1-Hour Sightseeing Cruise and 3-Course Bistro Dinner,1354,4.402511,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Insider Small Group or Private Tour,483,4.7598343,europe,getyourguide,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
From Reykjavik: Northern Lights Tour,756,3.7037036,europe,getyourguide,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Verona: Gelato Making Class,325,4.84,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Private Golf Cart Nighttime Sightseeing Tour,25,4.88,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True
Malaga: 2-Hour Monumental Segway Tour,177,4.8700566,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Hamburg 3.5-Hour Bike Tour,1290,4.766667,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Lisbon: Electric Bike Tour by the River to Belém,398,4.7788944,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bovec: Soča River Rafting Adventure with Photos and Drink,175,4.7485714,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Madrid: Highlights Bike Tour with Optional E-Bike or Tapas,1300,4.8453846,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Bordeaux: 2-Hour River Dinner Cruise,241,4.427386,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Doge's Palace Skip-the-Line Ticket with Guidebook,1056,4.1420455,europe,getyourguide,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Porto: Scandola and Calanches of Piana Boat Trip,557,4.755835,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Soča: Kayaking on the Soča River Experience with Photos,115,4.9130435,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
The Last Supper Entry Ticket & Guided Tour,428,4.404206,europe,getyourguide,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Cefalù: Dining Experience at a Local's Home,34,4.617647,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Porto: Douro River Speedboat Tour,163,4.809816,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Colosseum Arena Guided Tour with Roman Forum Option,101,4.4356437,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sagres: Full Day Surfing Lessons,27,4.962963,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Venice: VIP Boat Tour with Grand Canal,76,4.631579,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Amsterdam: Red Light District Tour,1084,4.5295205,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Paris: 45-minute Chocolate Making Workshop at Choco-Story,349,4.363897,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Porto: Dirt and Dust Tour by Oporto Buggy,233,4.72103,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Highlights Express Golf Cart Tour,3,5.0,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Best of Athens Small-Group Segway Tour,115,4.9391303,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Oxford: C.S. Lewis & J.R.R. Tolkien Guided Walking Tour,69,4.884058,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Private Castelli Romani Wine Tasting Tour,38,4.4473686,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Skip-the-Line Guided Tour of Doge's Palace,446,4.3049326,europe,getyourguide,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Split: Rock Climbing Tour,7,4.714286,europe,getyourguide,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Electric Bike Tour with 2 Options to Explore Granada,105,4.847619,europe,getyourguide,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Algarve: 30-Minute Jet Ski Experience,388,4.837629,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Madrid: Opera and Zarzuela Show and Dinner,423,4.77305,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Nice: 1-hour Perfume Workshop,379,4.794195,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Prague: Jazz Boat Cruise with Concert and Optional Meal,1614,4.6152415,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Amsterdam: 3-Course Meal in Historic 1st Class Waiting Rooms,280,4.5035715,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Paris Highlights Segway Tour,965,4.887047,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Vatnajökull: Short Glacier Encounter Walk with 4x4 Transfer,158,4.835443,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Budapest: MonsteRoller E-Scooter Tour,985,4.91269,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sagrada Familia Tour with Optional Tower Access,1620,4.6074076,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tenerife: Sailing Excursion with Whale and Dolphin Watching,193,4.6787567,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Budapest: Adventure Caving Tour with Guide,855,4.919298,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Rome: Fresh Pasta and Tiramisu Making Class with Fine Wine,364,4.835165,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Lake Skadar: Guided Panoramic Boat Tour to Kom Monastery,922,4.7321043,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Magaluf: Pirates Adventure Dinner Show Ticket,759,4.670619,europe,getyourguide,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Traditional Cooking Class in the Jewish Ghetto,65,4.8153844,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Milan: Leonardo's Last Supper Guided Tour,613,4.577488,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hard Rock Cafe Berlin with Set Menu for Lunch or Dinner,1274,4.4466248,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Lagoa: Morgado do Quintão Estate Lunch and Wine Tasting,64,4.75,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Paris: Cheese and Wine Tasting,59,4.9491525,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Louvre Museum: Mona Lisa Without the Crowds Last Entry Tour,349,4.641834,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
3-Hour Small Group Tour on Bosch E-Bike - New Bikes!,53,4.754717,europe,getyourguide,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True
Skip-the-Line Tour & Rare Terrace Access,315,4.733333,europe,getyourguide,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
Rome: Vespa Tour with Local Guide,5,5.0,europe,getyourguide,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bruges: Guided Rickshaw Tour,1022,4.909002,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Pompeii: Skip-the-line-Ticket and Guided Tour,1090,4.5798163,europe,getyourguide,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Copenhagen: Highlights 3 Hour Bike Tour with a Local Guide,1481,4.7062798,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True
London: Piccadilly and Soho Beer Bike Tour,185,3.9837837,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Athens: 3-Hour Grand Tour by Segway,46,4.9130435,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
St Stephen's Basilica Tour,1017,4.737463,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bordeaux: Lunch Cruise,175,4.52,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Ajaccio/Porticcio: Sanguinaires Sunset Cruise & Wine Tasting,452,4.738938,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Porto: 4x4 Mountain Tour,642,4.948598,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Skip-the-Line Guided Walk and The Last Supper,551,4.495463,europe,getyourguide,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sagrada Familia Fast Track Guided Tour,1053,4.6552706,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Paris: Chocolate & Patisserie Walking Tour with Tastings,359,4.7966576,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Fátima Private Tour: Shrine| Sacred Path |Shepherds House,22,4.9545455,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Costa Teguise : Underwater Sea Trek Experience,121,4.768595,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Vienna: 30-Minute Fiaker Ride in the Old Town,639,4.629108,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Rome: Enjoy Spritz and Pasta Making in Piazza Navona,372,4.75,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Puerto de Mogan: Boat and Snorkeling Trip,769,4.8920674,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Strasbourg: Euro Guided Tour by Segway,723,4.7275243,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Vienna: Hidden Wine Cellars Tasting Experience,138,4.768116,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Budapest: City Highlights Segway Tour,225,4.8355556,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Duomo Area Tour and Brunelleschi Dome Climb Ticket,1128,4.6897163,europe,getyourguide,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Dénia: Boat Trip & Parasailing Experience with Sunset Option,101,4.712871,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Paris: Champagne Tasting Cruise Departure from Eiffel Tower,190,4.5473685,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Paris: Macaron, Croissant or Pastry Class with a French Chef",72,4.8333335,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Prague: Highlights Tour on e-Scooter or eBike,71,4.7042255,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Ibiza: Snorkeling, Sunset Beach and Cave Boat Trip",500,4.648,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Porto: Daytime or Sunset Douro River Sightseeing Cruise,598,4.67893,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Tokaj: Vineyard Tour & Tasting,17,4.7647057,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Taormina: Shared or Private Food & Wine Walking Tour,156,4.5576925,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Edinburgh Welcome Tour: Private Tour with a Local,67,4.223881,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Paris: Private Customizable Tour with a Local Guide,37,4.918919,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Milan Duomo and Rooftop 2-Hour Guided Tour,1033,4.6369796,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Palermo: Street Food and Local Market Tasting Tour,438,4.9292235,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Fast-Track Alhambra & Nasrid Palaces Guided Tour,375,4.8613334,europe,getyourguide,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Duomo and The Last Supper Skip-the-Line Guided Tour,1170,4.662393,europe,getyourguide,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Last Supper Guided Tour,1734,4.6326413,europe,getyourguide,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ancient Rome Half-Day Segway Tour,21,4.7619047,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Amsterdam: Small-Group Canal Cruise incl. Drinks and Snacks,85,4.9882355,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Brussels: City Center Guided Food Tour with Tastings,146,4.8287673,europe,getyourguide,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Granada: Sacromonte Caves Flamenco Show with Dinner,135,4.2444444,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Málaga: 3-Hour E-Bike Tour of Montes de Malaga Natural Park,188,4.787234,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
